label,text
Neutral,"For the love of god, I need a macbook pro charger. The apple store on congress is closed. Where in Austin can I get one? #sxsw"
Pos,Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw
Neutral,I would love to meet u!! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam. showing my new iPhone game. #SXSW
Neutral,Let me know also RT @mention Anyone know if #SXSW Apple Store still has iPads?
Neutral,"Anyone know an iPhone twitter app that will search for hashtags only from those that you follow? I don't always want all #SXSW, only some."
Neutral,Anyone know any android devs at #sxsw? let me know - there's a startup in need of help.
Pos,It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple
Neutral,Anyone know how long the line is at the  #sxsw #apple store on Congress?
Neutral,Anyone know if #SXSW Apple Store still has iPads?
Neutral,Anyone know if the #SXSW @mention store has crazy lines still today?
Neutral,Anyone know if the #sxsw Apple store sells MacBook batteries? #sxswi
Neutral,anyone know if the apple store at #sxsw still has ipads? or is likely to run out today?
Neutral,Anyone know if the pop-up Apple store on 6th &amp; Congress is sold out of 3G iPads yet?  #SxSw #Apple #SxSwi
Neutral,Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything more important than iPad 2 is going on. #fb
Neutral,Anyone know location of apple pop up store at #sxsw?
Neutral,Anyone know of iPhone developers that will be attending #sxsw?  Please let me know. I have someone that would like to chat with you!
Neutral,Anyone know the hours of the Apple pop-up store in Austin? #SxSW
Pos,Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...
Neutral,"Wonders how this #SXSW creeps up every year and I still manage to not know about it! Stop, please, I'll #google."
Neutral,Anyone Know what the hours are for the Apple store at #SXSW?
Neutral,Anyone know what the ipad situation is at the Apple popup store? What do they have in stock? #sxsw #sxswi
Pos,Anyone know what the line is like at the popup Apple store? #SXSW #ipad2
Neutral,Anyone know what the line's like now at the 6th &amp; congress temp Apple store? I hear they're open 'til midnight #iPad2 #sxsw #latenightgeeks
Neutral,Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple
Neutral,Anyone know what time the iPad/apple store opens on 6th and congress? #sxsw
Pos,Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google
Pos,How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link}
Pos,"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw"
Pos,Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw
Pos,Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link}
Pos,Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link}
Pos,Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.
Neg,Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw
Pos,The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link}
Pos,Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.
Pos,Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.
Pos,First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!
Pos,My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-)
Pos,Got the iPad 2 at Apple's pop-up store in downtown Austin! #SXSW {link}
Pos,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link}
Pos,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention
Neg,Put the iPad down idiot! #SMComedyFyeah #SxSW
Pos,Getting ipad envy on this flight to #sxsw
Pos,Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(
Pos,Hmm the iPad only charged to 81% last night.  Am I worried about making it through a full day of #sxsw? No.
Pos,"Friday.
Ipad ordered.
Midway toured.
Shaping up to be a great day
Almost forgot I am not going to #SXSW ...
#toocoolforsxswanyway"
Pos,Apple's iPad pop-up shop - {link} #sxsw
Pos,"iphone, ipad, mac Oh my! #agchat,#sxsw"
Pos,Have an iPad? Download the BroadFeed app for better content delivery: {link} #SXSW
Pos,I'm at a panel about flipboard - one of my fave iPad apps #SXSW
Pos,Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB
Pos,Smart company...Apple to set to open pop-up shop in core of #SXSW action...  {link} #apple
Pos,Final preparations for launch underway. Join up tomorrow - 03/10 - we've got a special Android promotion starting then! #SXSW
Pos,"No beach parties. But Apple, Apps and Analytics! #GeekSpringBreak #SXSW Style ;)  @mention Time to start packing&quot;"
Pos,Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link}
Pos,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW"
Pos,"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw"
Pos,Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link}
Neg,Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw
Neg,@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW
Pos,"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!"
Pos,Awesome iPhone cases for @mention here at #sxsw!
Pos,Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link}
Pos,Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link}
Pos,Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb
Pos,Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW
Pos,It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw
Pos,"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple Wins��SXSW {link} via @mention #SXSW"
Pos,Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention
Pos,smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention
Pos,"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power."
Pos,Ooooo #Apple rumored to be opening a temporary store at #SXSW {link}
Pos,"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology"
Pos,"Smart! Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link} $AAPL"
Pos,At the Apple Store downtown. Apple should really keep this store open permanently. Convience and location. #sxsw
Pos,"At the Apple store that they literally built in just for the #SXSW conference!  @mention Apple Store, SXSW {link} #photo"
Pos,At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw
Pos,Pop-up Apple store in Austin for 2 weeks during #sxsw - during time iPad2 ships. Great timing! {link}
Neg,Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW
Pos,Pop-up Apple store still has a line around the block #sxsw
Pos,"So the Apple store is a huge success already! Methinks the Live Music Capitol could use one fulltime, eh? #nudgenudge #appleATXdt #SXSW"
Pos,"Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw"
Pos,An Apple pop-up store at #SXSW?  There goes my impulse control. j.mp/i41H53
Pos,New blog post: ipad2 giveaway: {link} #actors #diet #sxsw
Pos,Planzai app featuring the official British Music schedule now on android market! {link} #sxsw
Pos,Google tipped to launch social network today at #sxsw called Circles {link}
Pos,Smart. #Apple creates pop-up store at #SXSW to peddle the iPad 2. - The #iPad 2 Takes Over SXSW [VIDEO] {link}
Neg,Clearly Apple has another daylight savings time bug with the iPhone 4 alarm. Also need to remember to fix my room's clocks. Whoops. #SXSW
Pos,"Nice... Apple made a lots of sells, I am sure! - RT @mention Apple Popup Store at #SXSW {link}"
Pos,"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !"
Pos,Add the Apple Pop-up Shop to your #SXSW @mention To-Do list -&gt; {link}
Neg,Why the Apple pop-up shop at #SxSW sucks: {link}
Pos,pop up #apple store at #sxsw = pure genius.  international crowd will stock up before they go home..
Neg,Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW
Pos,I think apple us winning #sxsw. Just a sea of silver white and glass
Pos,"Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive late night purchases. No regrets here..."
Pos,I &lt;3 Apple! RT @mention Apple opened a pop-up store in Austin so nerds in town for #SXSW can get new iPads {link}
Pos,iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps
Neg,All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :))
Pos,Android apps to survive SXSW 2011: {link} (by @mention #sxsw
Pos,I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link}
Pos,Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link}
Neg,Attended preso on living simply #100tc at #sxswi #sxsw and felt a bit guilty taking notes on a new #iPad
Pos,@mention Prob going to hit the temp Apple Store they are setting up near #SxSW...nice of Apple to do that: {link}
Pos,"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw"
Pos,"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw"
Pos,"Google Maps are so useful, how can it get any better? #sxsw"
Pos,Google maps for mobile 5.2 looks awesome.#sxsw
Pos,Google Maps Has 150 Million Mobile Users? THat's what Marissa Mayer claims at  #SXSW - {link}
Pos,Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw
Pos,"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw"
Pos,Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW
Pos,Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw
Pos,Google maps route around traffic is saving users 2 years of time every day @mention #sxsw
Pos,Google Maps Street View car sighting!!! #SXSW   {link}
Pos,Google Maps Street View car sighting!!! #SXSW  {link}
Pos,Google maps/traffic view has saved people 2-years of time. #sxsw
Pos,@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link}
Pos,"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!"
Pos,Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw
Pos,"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!"
Pos,Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw
Pos,Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!
Neg,Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw
Pos,"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!"
Pos,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.
Pos,I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw
Pos,[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link}   Have you tried it yet? An iPad 2 could be yours!
Neg,"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW."
